symbol,entry_time,exit_time,side,source,R,reason
SOLUSD,2024-07-10 07:00:00+00:00,2024-07-11 04:00:00+00:00,short,squeeze,2.0980800000000026,tp
SOLUSD,2024-07-11 14:00:00+00:00,2024-07-11 15:00:00+00:00,short,squeeze,2.0634270479883763,tp
SOLUSD,2024-07-11 18:00:00+00:00,2024-07-11 20:00:00+00:00,long,squeeze,-1.113950231189572,stop
SOLUSD,2024-07-11 22:00:00+00:00,2024-07-12 02:00:00+00:00,long,squeeze,-1.1107889393314003,stop
SOLUSD,2024-07-12 18:00:00+00:00,2024-07-12 19:00:00+00:00,short,squeeze,-1.1214691136974,stop
SOLUSD,2024-07-14 01:00:00+00:00,2024-07-14 01:00:00+00:00,short,squeeze,-1.1676691983122398,stop
SOLUSD,2024-07-14 03:00:00+00:00,2024-07-14 10:00:00+00:00,short,squeeze,-1.1523148981779179,stop
SOLUSD,2024-07-15 00:00:00+00:00,2024-07-15 01:00:00+00:00,short,squeeze,-1.145679151943457,stop
SOLUSD,2024-07-15 17:00:00+00:00,2024-07-15 17:00:00+00:00,short,squeeze,-1.1462924878048837,stop
SOLUSD,2024-07-15 21:00:00+00:00,2024-07-15 21:00:00+00:00,short,squeeze,-1.1244856209150385,stop
SOLUSD,2024-07-16 01:00:00+00:00,2024-07-16 06:00:00+00:00,short,squeeze,2.0862372634643327,tp
SOLUSD,2024-07-16 18:00:00+00:00,2024-07-17 02:00:00+00:00,short,squeeze,-1.0875637069922295,stop
SOLUSD,2024-07-19 17:00:00+00:00,2024-07-19 17:00:00+00:00,short,squeeze,-1.0830013544018087,stop
SOLUSD,2024-07-20 20:00:00+00:00,2024-07-21 03:00:00+00:00,short,squeeze,-1.15875634328358,stop
SOLUSD,2024-07-21 23:00:00+00:00,2024-07-22 09:00:00+00:00,short,squeeze,2.116324299281912,tp
SOLUSD,2024-07-23 16:00:00+00:00,2024-07-23 16:00:00+00:00,long,trend,-1.104953319315111,stop
SOLUSD,2024-07-23 19:00:00+00:00,2024-07-24 15:00:00+00:00,long,squeeze,2.118840686040969,tp
SOLUSD,2024-07-25 16:00:00+00:00,2024-07-25 19:00:00+00:00,long,squeeze,-1.0708545377796526,stop
SOLUSD,2024-07-25 22:00:00+00:00,2024-07-26 05:00:00+00:00,long,squeeze,2.121870186915884,tp
SOLUSD,2024-07-27 05:00:00+00:00,2024-07-27 06:00:00+00:00,short,squeeze,-1.1510134120624207,stop
SOLUSD,2024-07-27 21:00:00+00:00,2024-07-27 21:00:00+00:00,long,squeeze,-1.122689241379315,stop
SOLUSD,2024-07-27 23:00:00+00:00,2024-07-28 00:00:00+00:00,long,trend,-1.1028737228337542,stop
